balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
476,"[-40.44565981018115, -9.997799863495294, 17.039714723143057]","[-39.80709683656406, -10.157289233777595, 13.757207927317355]","[-39.08308090393166, -10.410805723109082, 9.571340088720856]","[-38.405270387318055, -10.726827188908974, 5.812432095790638]","[-36.63983314381609, -11.991389346835025, 2.64809566755242]","[-36.13512404406637, -12.506984789386424, 4.917922113524833]","[-35.66520885769953, -13.062816909922294, 8.430513400501745]","[-34.826233425654614, -14.288754300328446, 16.606084932674094]","[-34.449271542184356, -14.95151747500915, 19.83723175913371]","[-33.76139757973275, -16.36648374183553, 21.849829060865048]","[-33.14007961639793, -17.884877231679848, 17.256490404885707]",,,,,,,,,,,,,
477,"[-18.697671889198908, 167.41836162703302, 21.609586623356968]","[-19.39178254870829, 168.44893488559924, 21.864499709475336]","[-20.22870187299767, 169.68144587857458, 21.996587478657784]","[-21.073136774337836, 170.91045016689785, 21.936765418695014]","[-23.59889199091696, 174.57757521597182, 20.635712094320958]","[-24.43026224561002, 175.7923486867131, 19.856007428252]","[-25.25265467342103, 177.00545910194356, 18.925258685247506]","[-26.853803448274093, 179.41906366639785, 16.685933465774966]","[-27.627261085643948, -179.37852123590847, 15.419732338299696]","[-29.107220597226103, -176.9859321256588, 12.716676785252224]","[-30.479929059475978, -174.61154997981683, 9.958492683638967]",,,,,,,,,,,,,
478,"[-29.36952574397635, -150.79786710201665, 2.520345233694485]","[-31.393720811369658, -150.30915383749115, 3.050352586561914]","[-33.87837560799046, -149.69451752130612, 3.9114769408007994]","[-36.42544082829928, -149.04598953190165, 4.9950612567056725]","[-44.399490580559196, -146.87987571106845, 9.258381495283501]","[-47.15532017303144, -146.07091488956618, 10.886218925560314]","[-49.95516595222078, -145.20682760181538, 12.545177795126225]","[-55.66730767477037, -143.28043793951878, 15.771911692126451]","[-58.57077307349692, -142.1850246984098, 17.251710204306157]","[-64.44719750676532, -139.59857017344157, 19.739990868294814]","[-70.37858987468644, -136.110426692341, 21.382012094215487]",,,,,,,,,,,,,
479,"[-44.933420967664176, 18.889332944862318, 20.81436661856428]","[-45.19009667513821, 18.680599036071037, 21.324783453255193]","[-45.49534873006484, 18.50056574422085, 21.752898313152738]","[-45.800513881488094, 18.398025771783104, 21.971139265762936]","[-46.70845131151387, 18.563567806991912, 21.343482392498487]","[-47.009962904733285, 18.77525209048321, 20.721850412793433]","[-47.30747869586845, 19.067284690401333, 19.912414204791908]","[-47.90215927834568, 19.88313959656476, 17.804554784905463]","[-48.197070057641675, 20.408097598928087, 16.55089673136087]","[-48.77973484122679, 21.689084922560763, 13.779712497693557]","[-49.35721398554813, 23.276045479790902, 10.855862317198055]",,,,,,,,,,,,,
480,"[69.37659916649945, 77.27242860961519, 15.796544676453141]","[68.76863888981283, 77.493634995596, 13.883623681338845]","[68.0422069801424, 77.79422690779475, 11.495484824184974]","[67.3166250638401, 78.13260347751157, 9.136897298329341]","[65.17747697516148, 79.29346732355528, 3.5309239642912456]","[64.4779349896243, 79.71078604454384, 2.5100176575861255]","[63.78671319637793, 80.1349887116782, 2.0326139863262025]","[62.431845165876794, 80.98700608442175, 2.7855612570780988]","[61.77170871057187, 81.40691752944716, 3.972973013754901]","[60.481142982485146, 82.21467316951554, 7.632237432598331]","[59.24092019248341, 82.96162377705637, 12.27852570074912]",,,,,,,,,,,,,
481,"[-3.719502513726514, 104.03558152106494, 3.688005613834031]","[-3.4407478819447364, 100.40702144288173, 2.102038323882221]","[-3.1454835101794756, 95.9796217315633, 2.762398805742526]","[-2.9053647397497184, 91.47955055773541, 6.012448378557783]","[-2.617652592943276, 77.61562525867579, 20.224591926468463]","[-2.699683445872935, 72.89876152110709, 21.976041400344894]","[-2.886610670042871, 68.1494808637545, 20.9303452237426]","[-3.6027313427098044, 58.591507885171005, 12.323598917934127]","[-4.141668550070986, 53.80238947402483, 7.17398471184221]","[-5.595359788832474, 44.250554982904504, 2.0001014746837384]","[-7.549925917012709, 34.79202406391399, 7.254402358183626]",,,,,,,,,,,,,
482,"[20.871529362200114, -47.18050008061782, 19.113012195851063]","[20.954069625925584, -46.61958883562444, 18.39797515483645]","[21.010591808011974, -45.936999875728176, 17.46076286456575]","[21.023333250222013, -45.245693432280504, 16.449731311614688]","[20.797098733067333, -43.11875571054713, 13.11293625104552]","[20.63790923540411, -42.39535833135752, 11.949956115436667]","[20.440535912687956, -41.66602470606703, 10.787333543974798]","[19.932117135024107, -40.18603452936823, 8.527622146402269]","[19.623742186318484, -39.43861078076801, 7.460571353242296]","[18.91235591951663, -37.924228002143586, 5.525424462728336]","[18.08108884970617, -36.38731452188121, 3.9401708102895583]",,,,,,,,,,,,,
483,"[50.700865076699145, -71.13383687116227, 21.90247619529987]","[50.14623072198994, -71.22119415934698, 21.56556830125063]","[49.496542996240024, -71.29803718388015, 20.85527812483089]","[48.86434692612387, -71.34442927890828, 19.835481609541514]","[47.0856148651375, -71.33274865507862, 15.320588322053318]","[46.53530846399194, -71.28640452688815, 13.50636963475483]","[46.00702031861743, -71.2203439231335, 11.638955370783071]","[45.024023703261214, -71.0417211303902, 8.007872594931552]","[44.56720787665334, -70.93050173992627, 6.370234547734927]","[43.73296330515556, -70.674110761192, 3.7368749218909603]","[42.99843896982902, -70.38093575884304, 2.249100162632603]",,,,,,,,,,,,,
484,"[-21.338606495178702, 164.1070348170909, 11.811794159278836]","[-21.621281541258114, 164.37186195942624, 15.075849246800558]","[-21.961084531391073, 164.69057986806965, 18.52222651449714]","[-22.297356130416862, 165.01329190248683, 20.9492428196336]","[-23.308935311954613, 165.98984123041393, 19.44626410551752]","[-23.644189532903138, 166.3197786945616, 16.2795273219566]","[-23.980228554533934, 166.65019630927787, 12.443527919616804]","[-24.648713487951568, 167.31400650383557, 5.17534999788931]","[-24.983944024426396, 167.6475502932812, 2.876495660762318]","[-25.652799051146577, 168.3186267152996, 2.6901324772196524]","[-26.32101467500884, 168.99039712982682, 8.092014127053414]",,,,,,,,,,,,,
485,"[-66.51710736963128, -169.39327874930166, 20.0479325536434]","[-67.05057011340125, -168.51087121644113, 21.490831196956343]","[-67.70034348146334, -167.45327040081088, 21.983425734505076]","[-68.36162689750496, -166.4076516750652, 21.0664054610594]","[-70.4446112582828, -163.4412026428748, 12.012624265353663]","[-71.18039269144369, -162.55646325286855, 8.321469478663673]","[-71.94181970867407, -161.7497278432646, 5.1488202414082505]","[-73.54079987239447, -160.46985180676307, 2.0180591615765735]","[-74.38214797825646, -160.05897675905248, 2.501245123176833]","[-76.14799198612057, -159.91436305691016, 7.232847235608176]","[-78.00159313976769, -161.1523646476703, 14.562240394526473]",,,,,,,,,,,,,
486,"[-1.025351000109245, -170.09832997495212, 16.102794947058587]","[-2.318168669678333, -170.41038149004498, 15.486170806167577]","[-3.8229677695541597, -170.7657287954533, 14.725853112788585]","[-5.276492860323145, -171.09803769035847, 13.948310118300194]","[-9.321301010750448, -171.9633931485992, 11.560952964940627]","[-10.554655222641584, -172.20634358256157, 10.764041145383112]","[-11.731435413523993, -172.42501300424865, 9.974816502940712]","[-13.900399219343361, -172.7896854322131, 8.440628315341522]","[-14.891796888878723, -172.93723477947248, 7.70505579626492]","[-16.678073236068553, -173.1520573624043, 6.321259818964972]","[-18.19861280845888, -173.26436338636634, 5.082347306116146]",,,,,,,,,,,,,
487,"[48.80045027440806, 131.3367583841019, 21.99047752380849]","[49.23591990164874, 131.26822403779522, 21.135234738736596]","[49.76000274457757, 131.17526466846817, 18.453003028734848]","[50.28456867620706, 131.0747266285392, 14.484642239463792]","[51.86007514291568, 130.70102351975206, 3.0879433085727754]","[52.38353319165185, 130.55335536004702, 2.0020967039442112]","[52.90475079378627, 130.39140014208346, 2.910212316469112]","[53.935761226160224, 130.0252468786729, 9.621188572631562]","[54.44389364140898, 129.81936514386274, 14.08717262705191]","[55.442382995382815, 129.3620964287755, 20.961015899538197]","[56.41384464234743, 128.83883016902567, 21.043767346656693]",,,,,,,,,,,,,
488,"[22.307072785732807, 170.00296977442719, 21.093508552101678]","[21.611244795643756, 168.89755844250152, 21.981884121696964]","[20.74946245478434, 167.42173222929603, 19.976154131690844]","[19.858019115799305, 165.7833112967235, 15.299318337253462]","[17.022558460787913, 159.92213154762462, 2.105758372229591]","[16.029428391739557, 157.66305694670322, 2.9590337854453814]","[15.016000648068427, 155.25377437589805, 6.841514106937669]","[12.934868567338073, 150.001463182221, 17.909226874907194]","[11.875572240461414, 147.16423512178076, 21.389154220391312]","[9.736036898748395, 141.07808324788553, 18.80120867521934]","[7.596846085192872, 134.46326819033726, 7.863717955941036]",,,,,,,,,,,,,
489,"[68.2409525043597, -13.14113354624636, 17.960854401466165]","[68.87142626082223, -13.808409823937636, 18.67279391731437]","[69.60551011990215, -14.501791622818232, 19.452397602464153]","[70.31485448977116, -15.074489401241765, 20.141176008311454]","[72.25884469745941, -16.022112144933843, 21.586385458213243]","[72.84441163112446, -16.07131937314239, 21.841461056909996]","[73.39277189100387, -15.982725579156881, 21.976917040516668]","[74.38384520600188, -15.388960180098959, 21.88368737407568]","[74.82254109383128, -14.885663576832671, 21.656109782456927]","[75.58617342061596, -13.484871852789968, 20.853079429358434]","[76.19477710278078, -11.593354714889772, 19.62065953603491]",,,,,,,,,,,,,
490,"[-59.43988511635967, 78.82974072780114, 2.845420863937969]","[-60.293451166286864, 74.09241595810978, 4.9248841678545014]","[-61.24603950628732, 68.10369759161247, 8.655102772376111]","[-62.097655402556974, 61.77959038177548, 13.035339967378896]","[-63.77971215092902, 40.98101760270086, 21.912212001529568]","[-63.968907066462044, 33.60803237692408, 21.51665863844238]","[-63.94387025001275, 26.147465877691072, 19.268387678333006]","[-63.22346192847773, 11.394816017783809, 11.242134667641928]","[-62.532591294555885, 4.289918423679235, 7.024549452123074]","[-60.566068196241844, -8.998698563668961, 2.1284655724677357]","[-57.945182894107226, -20.834149732218794, 4.543108976785891]",,,,,,,,,,,,,
491,"[-22.86622927990167, 170.46584027800014, 3.115142682728532]","[-22.513008513995242, 170.72628807539368, 2.147019797935025]","[-22.045697063950087, 171.03357331783076, 2.188525940258552]","[-21.532403710098826, 171.3331574021164, 3.530393812303622]","[-19.700741365597832, 172.15087730601132, 12.879543640559476]","[-18.992986198971916, 172.38127133593795, 16.386875979636912]","[-18.239551540864138, 172.58420803279267, 19.313565568011906]","[-16.60018504386767, 172.89228994364947, 21.99831675081085]","[-15.714976877504217, 172.9896896871729, 21.401169960523706]","[-13.827836410759927, 173.04916087715702, 16.713618322900516]","[-11.804612088305817, 172.90358323645034, 9.609314246843915]",,,,,,,,,,,,,
492,"[19.576210770385483, -139.5513612625224, 5.297086052514555]","[19.384087196645087, -139.0532659677143, 3.199737845220964]","[19.171666853082108, -138.45622524168138, 2.036280673920338]","[18.980551922374925, -137.86174470441634, 2.5214120530356805]","[18.52548771019378, -136.09795415489637, 11.82335489264414]","[18.413493652468798, -135.51484329037248, 15.8193677644433]","[18.322568940096662, -134.93580151424274, 19.18442948276369]","[18.19390137555031, -133.78285450547006, 21.987563571501397]","[18.15834834888709, -133.21099440061246, 20.962530390659555]","[18.140514121878144, -132.075929776174, 14.879977215106015]","[18.18955297937054, -130.94662227943343, 6.969783841220297]",,,,,,,,,,,,,
493,"[11.59824688160181, 127.58263619901315, 13.823144029612642]","[12.675828077455478, 128.47399960831135, 8.856229719737456]","[13.994048457984533, 129.46716677109808, 4.021607163774204]","[15.331635618823466, 130.37625021736247, 2.0093985767598763]","[19.412701311674784, 132.570755890556, 13.959401829030927]","[20.774400320714992, 133.11841237776625, 19.180181616619997]","[22.130068224268726, 133.57082797601387, 21.86262978566247]","[24.78503634294334, 134.19192495123045, 17.049036752368963]","[26.0765640806015, 134.36026012154156, 11.254373483709864]","[28.55331004494188, 134.4097661607442, 2.4138381882737203]","[30.86111707491253, 134.08778034731654, 5.933382349042609]",,,,,,,,,,,,,
494,"[-46.47812342284777, 109.12434358495523, 19.44478356823207]","[-47.598386025332374, 106.98576548759621, 21.689245064149]","[-48.93502631989135, 104.16247242880254, 21.46853517557461]","[-50.24765747180239, 101.04071062806337, 18.178697269818663]","[-53.844491549194046, 89.6757112417745, 3.2474403172165047]","[-54.850490406445225, 85.17842859128946, 2.0262312170524854]","[-55.715051393580346, 80.32207086497286, 4.0384687594056485]","[-56.911707967133616, 69.62637196066188, 14.315257665597859]","[-57.18949727736488, 63.87424740536686, 19.250344493609866]","[-57.00395780932989, 51.91174829829061, 21.230562961803244]","[-55.77392616004152, 39.91475639930438, 12.212330142119905]",,,,,,,,,,,,,
495,"[7.9955729478824065, 53.570058014566285, 21.86088214293788]","[8.32294447057209, 52.70050098601934, 21.997902920182398]","[8.675823910737959, 51.70716443672514, 21.700150597815387]","[8.985190231264978, 50.768557569976856, 20.9135775966301]","[9.588911525484914, 48.28307140555742, 16.126723693056803]","[9.672913362989929, 47.56713342207086, 13.990857120351347]","[9.690446122520912, 46.908639622901916, 11.754037922092206]","[9.518663096106144, 45.762162686540606, 7.430877025496747]","[9.32306633178844, 45.2791788222054, 5.561308302242685]","[8.711463053407744, 44.495114860133555, 2.874540829886639]","[7.7902658575082, 43.96424269365365, 2.0041052354583098]",,,,,,,,,,,,,
496,"[-35.3502456610486, -162.67678498642286, 3.858041384625027]","[-35.40125402605418, -161.13411088464164, 2.909375416113715]","[-35.39689073442334, -159.3026579991375, 2.2035172740856854]","[-35.32246640664756, -157.50174502033497, 2.0032549809550737]","[-34.698142995850446, -152.35251284044134, 4.40601772850771]","[-34.367928245576934, -150.74071585419674, 6.070014928807268]","[-33.978880992070884, -149.1900819670136, 8.040479282907004]","[-33.05228581269324, -146.28819326916798, 12.480970738688322]","[-32.52169297225209, -144.94421349174814, 14.723060880289681]","[-31.345981342664803, -142.47472561334573, 18.676211341596208]","[-30.04986424724931, -140.30649104343627, 21.26984554605147]",,,,,,,,,,,,,
497,"[87.47862194388985, 151.48672906796222, 7.68811851926171]","[87.60073336845578, 155.19581547608962, 5.932620569198496]","[87.7398531112166, 160.1954295942205, 4.170618789513546]","[87.86454935485067, 165.83733948387348, 2.8857649230738573]","[88.12499988462642, -173.29588442651658, 2.5015921257364084]","[88.16199090770237, -165.28034291287, 3.5563935675346148]","[88.17000692360284, -157.0324144630601, 5.125685806811527]","[88.09595351388187, -140.8285486869794, 9.397945787959035]","[88.01802109499535, -133.29582510221536, 11.84190094652869]","[87.79721814378783, -119.94755178179838, 16.608039290724356]","[87.51315807685314, -108.93353328223009, 20.269609278176503]",,,,,,,,,,,,,
498,"[40.29192701962683, 88.71489508609393, 18.66654168878847]","[40.41084285454093, 89.26240448023442, 15.120061970813657]","[40.546563957474135, 89.8382111688558, 10.232392490832792]","[40.67829557315217, 90.32765302382488, 5.770131505785468]","[41.04458458846249, 91.26235292232282, 3.6710555824600934]","[41.155768125403384, 91.39502980621094, 7.2985383146354605]","[41.26326665796484, 91.43960601763865, 12.055418996344262]","[41.46059467489356, 91.25635619169974, 20.38902525658827]","[41.5521338179133, 91.03030685449909, 21.967588649037936]","[41.71962428131451, 90.31003212057179, 18.143870428647297]","[41.86956791186734, 89.23996247331378, 8.776127157796436]",,,,,,,,,,,,,
499,"[-47.17099395319264, -44.93262158407871, 18.527608859415434]","[-46.57503019182361, -43.85268608566558, 17.911343772059556]","[-45.87175819171109, -42.56600924915265, 17.1236216335003]","[-45.18247767795091, -41.2923169511479, 16.290385051015342]","[-43.19638836740802, -37.562493031606046, 13.592061441509905]","[-42.56567671785408, -36.357631057351796, 12.653348062282847]","[-41.948176473552245, -35.173775358977785, 11.70854150211141]","[-40.76077825591385, -32.875398520076196, 9.835662011145526]","[-40.18820579641217, -31.76646885943816, 8.923792128863425]","[-39.09387904329487, -29.6333141684966, 7.190817056122552]","[-38.0568989188997, -27.62917801509488, 5.628936230933232]",,,,,,,,,,,,,
