balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
653,"[53.10740137396262, 97.04027140314393, 2.058703859234356, 1230.927490234375]","[54.35242127011857, 95.87307201185453, 2.4494012899189457, 1218.939697265625]","[55.76132570893747, 94.21111292565011, 3.382148505789143, 402.2018737792969]","[57.06550105392292, 92.26465469284508, 4.772597314526851, 234.7522430419922]","[60.17306836919411, 84.77658813076272, 10.856136167562164, 142.33702087402344]","[60.89209815164887, 81.81208373943355, 13.161193609723592, 91.08466339111328]","[61.43801032028812, 78.6803365619836, 15.40515663274191, 67.33528137207031]","[61.99316876895827, 72.16831704272603, 19.239448981039793, 68.66683959960938]","[62.00992280289013, 68.91663561960107, 20.627012740555543, 98.38792419433594]","[61.57052427968615, 62.73510927465592, 21.976772703871177, 117.97505187988281]","[60.608007632774985, 57.26648135231719, 21.234070962857654, 216.3628387451172]",,,,,,,,,,,,,
654,"[-35.464370748118284, -84.60294234926154, 2.528541679208038, -4180.939453125]","[-35.24856601704989, -84.03610139940015, 4.577918189929918, -4025.84912109375]","[-34.984627589235934, -83.35876456710791, 8.600918436386944, -3829.794921875]","[-34.71849808788818, -82.68310127223367, 13.421023053446845, -3745.44580078125]","[-33.89985293293392, -80.67119084484811, 21.99194614846906, -3766.223388671875]","[-33.61927544091285, -80.00745951578092, 20.63038875185623, -3981.596435546875]","[-33.332813102466964, -79.34873132203381, 17.24148492272543, -3886.769287109375]","[-32.746314693473494, -78.04452286581088, 7.8577292572244914, -4253.84130859375]","[-32.44600852526878, -77.40146219193196, 4.064423610319896, -4077.702392578125]","[-31.827389625073756, -76.1306290864624, 2.5223616304109804, -4213.27099609375]","[-31.185241697366, -74.88532419277139, 9.359619290847009, -4205.4775390625]",,,,,,,,,,,,,
655,"[-0.49258405385424364, 76.94488177260419, 9.29616266539295, -4777.42724609375]","[-0.3597992947617558, 76.55485025062306, 13.57477379723445, -4634.0634765625]","[-0.19656108031155892, 76.09068194830606, 18.26117146951723, -4447.04736328125]","[-0.028586504183828635, 75.62735245708723, 21.3015961210328, -4395.01025390625]","[0.5077415840259761, 74.24842738482482, 15.818061847970188, -2764.089599609375]","[0.6982585417228575, 73.79512016789455, 10.73803242127988, -2226.556396484375]","[0.8943826722238889, 73.34264888916373, 5.988319649355421, -1861.3194580078125]","[1.3011963756058824, 72.44371923875373, 2.0612468015320005, -2883.977783203125]","[1.5130368322478334, 71.99818733242266, 3.9147860508484893, -3724.8603515625]","[1.9538508851827805, 71.11377658550803, 12.94790119555946, -4039.351806640625]","[2.419692627376876, 70.2371320446405, 21.051125414867755, -3875.39013671875]",,,,,,,,,,,,,
656,"[46.263900069591706, 122.0875500347635, 12.225759992862804, 340.2794189453125]","[46.681416984008145, 122.35302857592461, 13.210209120038513, 330.8959045410156]","[47.18414175146137, 122.66344230156776, 14.375404657669796, 308.96527099609375]","[47.68549637714863, 122.96415769554785, 15.50696676224021, 263.24102783203125]","[49.1963631759645, 123.79522524964041, 18.547058620062906, 505.1526794433594]","[49.699956315350164, 124.04857248906625, 19.394649973684345, 442.2756042480469]","[50.20516822068529, 124.28857185723834, 20.1387481412915, 424.47125244140625]","[51.217234610684855, 124.7331111471322, 21.27531799606829, 508.1728820800781]","[51.722645405767125, 124.93408493850352, 21.652160749442324, 520.9005737304688]","[52.73317889533346, 125.29757235365173, 21.996201359753925, 397.59197998046875]","[53.74586266732598, 125.60422911856952, 21.781490380825282, 417.1402282714844]",,,,,,,,,,,,,
657,"[41.35161273751479, -172.50146909149103, 4.357608487429836, -5685.78955078125]","[41.62575628503838, -172.44862953797596, 3.1721236168155684, -5696.75830078125]","[41.95409897710907, -172.37910346682898, 2.274142194268425, -5703.61474609375]","[42.28195216221255, -172.30770113000494, 2.0019160772705913, -5595.76123046875]","[43.273238519537, -172.06500252145068, 4.908147236346535, -5406.82470703125]","[43.603037176801436, -171.9765910148692, 6.909568687170131, -5558.681640625]","[43.935377057167344, -171.8852206618825, 9.239010197343532, -5730.79931640625]","[44.59872509392031, -171.69114331530702, 14.268142619055093, -5915.40966796875]","[44.9307509581138, -171.58939507936967, 16.645667048966484, -6023.9296875]","[45.59504530570063, -171.37715584377472, 20.36948584932157, -5623.8603515625]","[46.26167395922191, -171.1569486145349, 21.97515643533007, -5252.0654296875]",,,,,,,,,,,,,
658,"[43.60887910388592, -177.04480847646008, 16.5749782030107, -5019.7802734375]","[43.800470403288266, -177.1256234493972, 12.482876239710354, -5135.509765625]","[44.00358476595594, -177.2791419688537, 7.5242227384963485, -5279.77099609375]","[44.17597191489595, -177.4944614663883, 3.7158403078790023, -5428.6982421875]","[44.491544474355905, -178.53642655272958, 6.120518131987957, -5611.77734375]","[44.52340938544493, -179.0163137677378, 10.839609853945396, -5602.80615234375]","[44.51395056185263, -179.5606645961523, 15.85786489704871, -5639.9638671875]","[44.36152013822464, 179.16603148412588, 21.887264533647123, -5725.34521484375]","[44.21285802239798, 178.44034367484707, 21.3516814448733, -5675.85595703125]","[43.747164280159716, 176.83959291087373, 13.83254132583649, -5695.3359375]","[43.03547682093442, 175.07530461156628, 4.551670363726068, -5701.8447265625]",,,,,,,,,,,,,
659,"[38.48742314907805, -143.8431611852127, 17.29731344745145, -5252.30712890625]","[37.847665321895214, -142.26445653820895, 13.276752200960788, -5497.12646484375]","[36.97479111531133, -140.48122936560725, 8.21291013017775, -5524.0009765625]","[35.999672399479934, -138.8286852761905, 4.137705298161736, -5739.56591796875]","[32.62268005602833, -134.68462817709445, 5.65069006119989, -4944.9990234375]","[31.393194671313474, -133.56764048453266, 10.29204553383989, -4670.63818359375]","[30.136531252522794, -132.57448365123525, 15.379978442183578, -4627.69970703125]","[27.58466970270247, -130.92552319093141, 21.813481648112194, -4242.130859375]","[26.312436512805245, -130.2534907620701, 21.482929726942494, -4619.01220703125]","[23.822336871560623, -129.162323798834, 14.13590866684878, -4383.375]","[21.460560410174054, -128.34966647314198, 4.70590231032033, -4686.5625]",,,,,,,,,,,,,
660,"[-76.25336448626649, -9.250209293915484, 4.125619019978378, 2296.16748046875]","[-76.34634238115683, -3.6377457953224135, 4.958159590853007, 2554.816162109375]","[0, 0, 0, -4935.0]","[-75.64272036731046, 9.759091615125508, 7.378978061489524, 3265.95263671875]","[-72.35320298265869, 24.63369120564984, 11.709825908744214, 1886.4459228515625]","[-70.82066473843766, 27.72238100305741, 13.21114098470513, 353.0112609863281]","[-69.14475786578828, 29.979739689395032, 14.685501658706062, -1052.15380859375]","[-65.49904165951932, 32.44384688498703, 17.41949342353321, -3473.6533203125]","[-63.58715343445325, 32.85949905015714, 18.618097963309637, -5118.01171875]","[-59.693709384121696, 32.47560133069765, 20.54245413410969, -5329.27685546875]","[-55.824580237039314, 30.870300221922356, 21.699454903931255, -5520.09326171875]",,,,,,,,,,,,,
661,"[50.13295558105898, 82.93831168721418, 12.845417184153519, 681.0047607421875]","[50.4599997627007, 82.6347778108309, 15.419532823925632, 689.7365112304688]","[50.999594758059004, 82.18097982263012, 18.18071782315318, 459.5567626953125]","[51.70115721759991, 81.62221111135274, 20.32437551916079, 226.15948486328125]","[54.746788705142855, 79.20709888006989, 21.343384220698013, 125.53699493408203]","[56.06403083747095, 78.09851207183871, 19.765638470058384, 125.3686294555664]","[57.52364097967952, 76.79312155561453, 17.412312312308387, 114.01744842529297]","[60.84206707717503, 73.42768719608632, 11.375319078155925, 48.66789245605469]","[62.679863896534464, 71.24202226726432, 8.292637852586068, 104.42118835449219]","[66.6328579620147, 65.3635775329529, 3.509359835523785, 251.6805877685547]","[70.75950598407462, 56.23546999869568, 2.030336236448232, 49.92190170288086]",,,,,,,,,,,,,
662,"[48.344998502523794, -12.641727011155156, 20.250664097344675, -3428.98291015625]","[48.12777836177113, -13.392991696318255, 19.351405976844113, -4331.6640625]","[47.89880736992502, -14.292208514034131, 18.071753169687227, -4617.8759765625]","[47.70357820385631, -15.188908651411495, 16.610477581116086, -4811.85693359375]","[47.306658609066986, -17.861311291480114, 11.591632805243915, -4400.87939453125]","[47.23227546557402, -18.744638849990036, 9.874603580292469, -4508.0341796875]","[47.18390856448582, -19.62348282821764, 8.220819376764744, -4519.4443359375]","[47.162754367356825, -21.36821175258519, 5.300088210131374, -4279.4482421875]","[47.185416237583375, -22.232545908793192, 4.119898619088727, -4156.55859375]","[47.28853571811026, -23.951901407020983, 2.4969300028600276, -3356.440673828125]","[47.45453816379785, -25.65511217216002, 2.004536545688339, -3298.098388671875]",,,,,,,,,,,,,
663,"[-6.3058566253133685, -134.55538907069047, 2.9364306778191214, -4585.27880859375]","[-5.9447187629435065, -133.84936309194137, 5.538058684395904, -4643.04052734375]","[-5.508080950542353, -133.00003903718175, 10.169581079324988, -4672.57080078125]","[-5.06833138318206, -132.15112720652564, 15.280924398475172, -4653.3544921875]","[-3.729651057846372, -129.60052479656642, 21.496369956501923, -4635.763671875]","[-3.272875379084464, -128.75558037479937, 18.696312277146866, -4560.896484375]","[-2.813290878579376, -127.91155342002544, 14.135476396707489, -4472.595703125]","[-1.8778992495360736, -126.24017275719179, 4.67816960550335, -4550.9208984375]","[-1.402247860932983, -125.41274042503379, 2.265088724386022, -4661.07275390625]","[-0.43220843591300667, -123.78217623151423, 5.075803478561706, -4410.35400390625]","[0.5624852878911681, -122.18789064174626, 14.686903493813313, -4385.5380859375]",,,,,,,,,,,,,
664,"[-8.3012564169675, 119.3674016790244, 20.681609066738567, -2463.368896484375]","[-7.824031732773533, 119.05286526143703, 18.946784555531597, -2267.19140625]","[-7.234272479217336, 118.68211116200256, 16.1476377857351, -959.553466796875]","[-6.633697282939092, 118.31254017574857, 12.873764812079106, -387.50701904296875]","[-4.787338652686003, 117.17427452564411, 3.9647595708511663, -197.33953857421875]","[-4.174505224725769, 116.77352365814596, 2.4390112896450464, -35.656898498535156]","[-3.5677848084479504, 116.35351501005469, 2.009192173448616, -12.904772758483887]","[-2.395037644598793, 115.457724836908, 4.503548256148855, 37.851783752441406]","[-1.8419505054367313, 114.97375129053155, 7.142367174452136, 34.432804107666016]","[-0.8206487838486176, 113.93261877526035, 13.722901228063018, 158.974609375]","[0.04342495848007721, 112.79428825281548, 19.536769949037485, 182.8031768798828]",,,,,,,,,,,,,
665,"[9.279771042703265, -86.86811067364317, 18.4982991756863, -3089.091796875]","[8.482212685022303, -88.39140079218213, 20.285389039918872, -3450.76611328125]","[7.517751106323242, -90.13506701933346, 21.634307522374854, -3428.76416015625]","[6.550328343526189, -91.78249042088093, 21.986654630546496, -3667.500732421875]","[3.6467691607386454, -96.15179708355708, 17.22870010917118, -3385.318359375]","[2.6918010092726097, -97.41563961770136, 14.25321764255003, -2963.56640625]","[1.7456183030595205, -98.5846014291786, 11.043887397192158, -3264.150146484375]","[-0.10674370751562363, -100.63181241160027, 5.245020521721898, -3252.7333984375]","[-1.0099437095354986, -101.51208063720448, 3.253707058820673, -3138.399658203125]","[-2.75451726430624, -102.98529431993359, 2.0975006285579756, -3248.28955078125]","[-4.414540021788517, -104.07446512041501, 4.931268480159855, -3484.1923828125]",,,,,,,,,,,,,
666,"[-6.772687737394274, -148.45676577592042, 2.0619325399201074, -5276.85302734375]","[-6.480384732598444, -147.64234754962428, 2.5886556936148146, -4992.94677734375]","[-6.15175926188597, -146.64503821879447, 5.72424009300813, -4866.07958984375]","[-5.847116556763721, -145.62526475082106, 10.693219263960883, -4704.197265625]","[-5.087416598481719, -142.44607348395093, 21.982275172193326, -4701.01171875]","[-4.887541063323103, -141.35401637066875, 20.833499199343223, -4537.0693359375]","[-4.711612107318328, -140.24742689031177, 17.102082129372704, -4380.07177734375]","[-4.44030736423478, -138.004102922811, 6.693739568915593, -4712.92919921875]","[-4.340965106472035, -136.86943157921013, 3.0569572879736207, -4641.0703125]","[-4.2195265063777825, -134.58601944800216, 3.924697063789516, -4561.658203125]","[-4.189299561369037, -132.2964532585192, 13.54345535613329, -4848.900390625]",,,,,,,,,,,,,
667,"[-41.48480326827804, -149.17630848434672, 12.624259997355615, -5063.259765625]","[-41.102379331373015, -148.97631732290637, 14.897701809151906, -5125.6904296875]","[-40.62741800264016, -148.72068080416136, 17.412075909931886, -5338.36376953125]","[-40.133079096929755, -148.45195646337564, 19.510699742648413, -5411.79541015625]","[-38.54172058027708, -147.60446937920457, 21.936911051503635, -5039.66552734375]","[-37.97316108239717, -147.31916217612647, 21.24834237987731, -5280.2822265625]","[-37.38606952287132, -147.04157914593424, 19.850109137491916, -5309.0712890625]","[-36.15991134990464, -146.51983860381264, 15.401687889497813, -5192.29296875]","[-35.522862348429015, -146.28217044315193, 12.6915531637847, -5126.1826171875]","[-34.20073072553648, -145.86669606795485, 7.325475396833607, -5023.953125]","[-32.828312432932286, -145.55367215965836, 3.3653395215740964, -4834.75634765625]",,,,,,,,,,,,,
668,"[19.928045708627746, -15.274497489358925, 13.846320591350782, 80.63945007324219]","[20.2325980536872, -15.77762005658484, 9.65868997585301, 54.57377243041992]","[20.603000545175544, -16.33356016751371, 5.236001377668867, 43.277156829833984]","[20.9764612149234, -16.83940346581402, 2.512483310190534, 14.420062065124512]","[22.072722786415163, -18.06470012137806, 8.355940730208076, -2142.87841796875]","[22.42402083690658, -18.38195468578353, 13.330082759759385, -2650.93798828125]","[22.760795251337697, -18.653461738505626, 17.971494278608105, -3020.67236328125]","[23.39478980474329, -19.066356442423118, 21.96644542277663, -3352.618408203125]","[23.688475240593654, -19.211579325248017, 20.31784207999226, -3380.399658203125]","[24.220085341771917, -19.38522270965068, 11.69522128785423, -3439.967529296875]","[24.67512241667193, -19.41469986507778, 3.358695402085596, -3488.381103515625]",,,,,,,,,,,,,
669,"[-7.843523415093612, -99.47736159127791, 8.249341281560266, -4051.384765625]","[-7.820972473508826, -98.97900793259453, 11.846984506068777, -3979.926025390625]","[-7.795116922197544, -98.37883168804402, 16.148656014691515, -3761.098876953125]","[-7.769757006680708, -97.7818427207244, 19.6482478158242, -3646.966796875]","[-7.684810556099514, -95.99296675511697, 20.086052715608297, -3943.437744140625]","[-7.6528231342163755, -95.39957418145897, 16.783751225308702, -3921.122314453125]","[-7.620565865820089, -94.8118358025703, 12.556774066083111, -3900.31005859375]","[-7.550315956568342, -93.64917685050266, 4.619051767413351, -3915.15625]","[-7.5118972034101095, -93.07648360651649, 2.439150529373542, -4020.26904296875]","[-7.429257082990689, -91.95138635569052, 3.6822103892649327, -4165.07666015625]","[-7.3353454838145336, -90.85559810004726, 11.039151707621812, -4137.9130859375]",,,,,,,,,,,,,
670,"[16.887872766688574, 77.07672267630969, 17.19399278378435, 411.5713195800781]","[17.10371873914083, 77.0068938468691, 19.861899852360644, 421.8859558105469]","[17.368251985245614, 76.9156742312485, 21.72300755873157, 479.08038330078125]","[17.63739655445733, 76.816228478897, 21.811972691457093, 530.8682861328125]","[18.482803526647036, 76.46008799262529, 12.859184886745895, 513.4171142578125]","[18.776212722845973, 76.32602550275746, 8.626340306574686, 490.7281799316406]","[19.07495206075425, 76.18429104893484, 5.007278321119555, 494.4508972167969]","[19.68676009099217, 75.87929560995394, 2.0203876822310605, 556.4031372070312]","[20.000211678967354, 75.71861621011568, 3.196173320395065, 558.2122192382812]","[20.641228642215538, 75.37769475619488, 9.853001243870327, 351.3181457519531]","[21.298963679245045, 75.02094389939182, 18.00414117863125, 219.22787475585938]",,,,,,,,,,,,,
